# ell, dCl_tt, dCl_te, dCl_ee
7.800000000000000000e+01 -3.415820546484926723e+00 1.850500205061340886e-02 -9.092209031826556983e-04
7.900000000000000000e+01 -3.356211662718155964e+00 1.900433626561039147e-02 -9.109655083904585459e-04
8.000000000000000000e+01 -3.298726588208067412e+00 1.948229780495986524e-02 -9.123500165273930925e-04
8.100000000000000000e+01 -3.243268769232088289e+00 1.993926148123950637e-02 -9.133780301455538680e-04
8.200000000000000000e+01 -3.189753195375732986e+00 2.037566264790832693e-02 -9.140538361240065773e-04
8.300000000000000000e+01 -3.138094856226847362e+00 2.079193665842707373e-02 -9.143817213422235010e-04
8.400000000000000000e+01 -3.088208741371056831e+00 2.118851886625215675e-02 -9.143659726793787641e-04
8.500000000000000000e+01 -3.040009840395541119e+00 2.156584462484692488e-02 -9.140108770147820170e-04
8.600000000000000000e+01 -2.993413142886147682e+00 2.192434928767039021e-02 -9.133207212277158048e-04
8.700000000000000000e+01 -2.948333638429501136e+00 2.226446820817896272e-02 -9.122997921973542527e-04
8.800000000000000000e+01 -2.904686316612115071e+00 2.258663673983512393e-02 -9.109523768031967464e-04
8.900000000000000000e+01 -2.862391978879275101e+00 2.289126151291693417e-02 -9.092828680305948576e-04
9.000000000000000000e+01 -2.821394674110466738e+00 2.317863426499512658e-02 -9.072960832906128321e-04
9.100000000000000000e+01 -2.781644263044391607e+00 2.344901801045601308e-02 -9.049969461001399970e-04
9.200000000000000000e+01 -2.743090606418863153e+00 2.370267576368590562e-02 -9.023903799766348852e-04
9.300000000000000000e+01 -2.705683564972471977e+00 2.393987053907632029e-02 -8.994813084370681389e-04
9.400000000000000000e+01 -2.669372999443808681e+00 2.416086535101096694e-02 -8.962746549985459252e-04
9.500000000000000000e+01 -2.634108770570908753e+00 2.436592321388396376e-02 -8.927753431783912522e-04
9.600000000000000000e+01 -2.599840739092251773e+00 2.455530714207815324e-02 -8.889882964936560768e-04
9.700000000000000000e+01 -2.566518765746206299e+00 2.472928014998505147e-02 -8.849184384616363020e-04
9.800000000000000000e+01 -2.534092711271029863e+00 2.488810525199183776e-02 -8.805706925991941495e-04
9.900000000000000000e+01 -2.502515779339020696e+00 2.503204685679917552e-02 -8.759502141402082925e-04
1.000000000000000000e+02 -2.471754545358417765e+00 2.516137495036166460e-02 -8.710630851835061278e-04
1.010000000000000000e+02 -2.441778927670945620e+00 2.527636091294652165e-02 -8.659156195447688734e-04
1.020000000000000000e+02 -2.412558844618661880e+00 2.537727612481922856e-02 -8.605141310394066965e-04
1.030000000000000000e+02 -2.384064214543402116e+00 2.546439196625133877e-02 -8.548649334829652897e-04
1.040000000000000000e+02 -2.356264955787557014e+00 2.553797981750659946e-02 -8.489743406908548205e-04
1.050000000000000000e+02 -2.329130986693073169e+00 2.559831105884962515e-02 -8.428486664785938762e-04
1.060000000000000000e+02 -2.302632225601342064e+00 2.564565707055023458e-02 -8.364942246616468343e-04
1.070000000000000000e+02 -2.276738590854754385e+00 2.568028923287651172e-02 -8.299173290556135976e-04
1.080000000000000000e+02 -2.251420000795367748e+00 2.570247892609480583e-02 -8.231242934758772282e-04
1.090000000000000000e+02 -2.226646373765128750e+00 2.571249753047233355e-02 -8.161214317379292087e-04
1.100000000000000000e+02 -2.202389886023836674e+00 2.571061200437596561e-02 -8.089151384435501382e-04
1.110000000000000000e+02 -2.178631745503700756e+00 2.569707161857032185e-02 -8.015121313391891916e-04
1.120000000000000000e+02 -2.155355418054227812e+00 2.567212122192227830e-02 -7.939192089575575553e-04
1.130000000000000000e+02 -2.132544369526145900e+00 2.563600566330651725e-02 -7.861431698313664160e-04
1.140000000000000000e+02 -2.110182065768406723e+00 2.558896979158037377e-02 -7.781908124933811701e-04
1.150000000000000000e+02 -2.088251972631738340e+00 2.553125845561332596e-02 -7.700689354763672143e-04
1.160000000000000000e+02 -2.066737555965647566e+00 2.546311650427311724e-02 -7.617843373129815250e-04
1.170000000000000000e+02 -2.045622281620085303e+00 2.538478878642835834e-02 -7.533438165359081836e-04
1.180000000000000000e+02 -2.024889615445224500e+00 2.529652015094072115e-02 -7.447541716779667968e-04
1.190000000000000000e+02 -2.004523023291016059e+00 2.519855544668228586e-02 -7.360222012718143410e-04
1.200000000000000000e+02 -1.984505971007077818e+00 2.509113952251732643e-02 -7.271547038502162129e-04
1.210000000000000000e+02 -1.964821924443360679e+00 2.497451722731185153e-02 -7.181584779458293887e-04
1.220000000000000000e+02 -1.945454349450259635e+00 2.484893340993620664e-02 -7.090403220914192652e-04
1.230000000000000000e+02 -1.926387951934671605e+00 2.471462869264601930e-02 -6.998070227937807416e-04
1.240000000000000000e+02 -1.907612398032720868e+00 2.457182679128228076e-02 -6.904653184559351488e-04
1.250000000000000000e+02 -1.889118593938254875e+00 2.442074719507560110e-02 -6.810219354549604254e-04
1.260000000000000000e+02 -1.870897445844565965e+00 2.426160939325659044e-02 -6.714836001678531948e-04
1.270000000000000000e+02 -1.852939859945168521e+00 2.409463287505412415e-02 -6.618570389719353412e-04
1.280000000000000000e+02 -1.835236742434132040e+00 2.392003712970141444e-02 -6.521489782441221728e-04
1.290000000000000000e+02 -1.817778999504193749e+00 2.373804164642820402e-02 -6.423661443616271536e-04
1.300000000000000000e+02 -1.800557537349756210e+00 2.354886591446597038e-02 -6.325152637014198019e-04
1.310000000000000000e+02 -1.783563262163556651e+00 2.335272942304966043e-02 -6.226030626406593715e-04
1.320000000000000000e+02 -1.766787080139775590e+00 2.314985166140381273e-02 -6.126362675564780112e-04
1.330000000000000000e+02 -1.750219897471372299e+00 2.294045211876077212e-02 -6.026216048258723444e-04
1.340000000000000000e+02 -1.733852620352416274e+00 2.272475028435375077e-02 -5.925658008260016249e-04
1.350000000000000000e+02 -1.717676154976088831e+00 2.250296564741682825e-02 -5.824755819339437913e-04
1.360000000000000000e+02 -1.701681407536126400e+00 2.227531769717194104e-02 -5.723576745267767822e-04
1.370000000000000000e+02 -1.685860046472753559e+00 2.204202080299116906e-02 -5.622186584503267772e-04
1.380000000000000000e+02 -1.670206789212036469e+00 2.180326885477257282e-02 -5.520645274247895033e-04
1.390000000000000000e+02 -1.654717115427306595e+00 2.155925062254787639e-02 -5.419011286392444535e-04
1.400000000000000000e+02 -1.639386504791895405e+00 2.131015487635747746e-02 -5.317343092826627010e-04
1.410000000000000000e+02 -1.624210436978468231e+00 2.105617038622963066e-02 -5.215699165439882136e-04
1.420000000000000000e+02 -1.609184391659912450e+00 2.079748592220039688e-02 -5.114137976123004845e-04
1.430000000000000000e+02 -1.594303848509781574e+00 2.053429025430150018e-02 -5.012717996764350613e-04
1.440000000000000000e+02 -1.579564287201074002e+00 2.026677215257073617e-02 -4.911497699254985423e-04
1.450000000000000000e+02 -1.564961187406788135e+00 1.999512038704156364e-02 -4.810535555484891056e-04
1.460000000000000000e+02 -1.550490028799700326e+00 1.971952372774397194e-02 -4.709890037342694038e-04
1.470000000000000000e+02 -1.536146291053253066e+00 1.944017094471402196e-02 -4.609619616719189301e-04
1.480000000000000000e+02 -1.521925453840222708e+00 1.915725080798864194e-02 -4.509782765504087576e-04
1.490000000000000000e+02 -1.507822996833940721e+00 1.887095208759955595e-02 -4.410437955587099591e-04
1.500000000000000000e+02 -1.493834399707294480e+00 1.858146355358022278e-02 -4.311643658857665026e-04
1.510000000000000000e+02 -1.479955142133393409e+00 1.828897397596410124e-02 -4.213458347206578813e-04
1.520000000000000000e+02 -1.466180703785346928e+00 1.799367212478725220e-02 -4.115940492523009579e-04
1.530000000000000000e+02 -1.452507005858971745e+00 1.769574045561942560e-02 -4.019145841265838685e-04
1.540000000000000000e+02 -1.438931735641024723e+00 1.739533616617987277e-02 -3.923119238166293196e-04
1.550000000000000000e+02 -1.425453021941303078e+00 1.709261013972326881e-02 -3.827902802526397114e-04
1.560000000000000000e+02 -1.412068993569381981e+00 1.678771325950689092e-02 -3.733538653647090234e-04
1.570000000000000000e+02 -1.398777779334947624e+00 1.648079640878454682e-02 -3.640068910827957104e-04
1.580000000000000000e+02 -1.385577508047686202e+00 1.617201047081177900e-02 -3.547535693371563822e-04
1.590000000000000000e+02 -1.372466308517172884e+00 1.586150632884586464e-02 -3.455981120578037035e-04
1.600000000000000000e+02 -1.359442309553093864e+00 1.554943486614147885e-02 -3.365447311747774440e-04
1.610000000000000000e+02 -1.346503639964913290e+00 1.523594696595329673e-02 -3.275976386181986885e-04
1.620000000000000000e+02 -1.333648428562650423e+00 1.492119351153859547e-02 -3.187610463182156267e-04
1.630000000000000000e+02 -1.320874804155880433e+00 1.460532538615118281e-02 -3.100391662048815810e-04
1.640000000000000000e+02 -1.308180895553845424e+00 1.428849347304833595e-02 -3.014362102082498735e-04
1.650000000000000000e+02 -1.295564831566564656e+00 1.397084865548559734e-02 -2.929563902584415890e-04
1.660000000000000000e+02 -1.283024741003613300e+00 1.365254181671764211e-02 -2.846039182855236022e-04
1.670000000000000000e+02 -1.270558752674677550e+00 1.333372383999914534e-02 -2.763830062196305504e-04
1.680000000000000000e+02 -1.258164995389221552e+00 1.301454560858825160e-02 -2.682978659908022033e-04
1.690000000000000000e+02 -1.245841597957042524e+00 1.269515800573876863e-02 -2.603527095291460931e-04
1.700000000000000000e+02 -1.233586689187826657e+00 1.237571191470710624e-02 -2.525517487647290947e-04
1.710000000000000000e+02 -1.221398635379955522e+00 1.205635078480038480e-02 -2.448988254038554115e-04
1.720000000000000000e+02 -1.209276752787702414e+00 1.173718832954331187e-02 -2.373963002574533019e-04
1.730000000000000000e+02 -1.197220595154258049e+00 1.141833082850436665e-02 -2.300461639126476958e-04
1.740000000000000000e+02 -1.185229716222591101e+00 1.109988456125809986e-02 -2.228504069565499703e-04
1.750000000000000000e+02 -1.173303669735892285e+00 1.078195580738166431e-02 -2.158110199763121602e-04
