# ell, dCl_tt, dCl_te, dCl_ee
1.780000000000000000e+02 4.872977667417085171e+08 -3.485963979571633972e+06 8.106477116785409453e+04
1.790000000000000000e+02 4.840786177018996477e+08 -3.381613373086451553e+06 7.919504469415498897e+04
1.800000000000000000e+02 4.808595142261840105e+08 -3.276857693748954218e+06 7.737239316418653470e+04
1.810000000000000000e+02 4.776403567097668052e+08 -3.171738723346632905e+06 7.559823140456322290e+04
1.820000000000000000e+02 4.744210455478755236e+08 -3.066298243667008821e+06 7.387397424188513833e+04
1.830000000000000000e+02 4.712014811357264519e+08 -2.960578036497601774e+06 7.220103650276406552e+04
1.840000000000000000e+02 4.679815638685469627e+08 -2.854619883625817485e+06 7.058083301380640478e+04
1.850000000000000000e+02 4.647611941415756345e+08 -2.748465566839176230e+06 6.901477860161852732e+04
1.860000000000000000e+02 4.615402723500287533e+08 -2.642156867925140075e+06 6.750428809280773567e+04
1.870000000000000000e+02 4.583186988891300559e+08 -2.535735568671143148e+06 6.605077631398131780e+04
1.880000000000000000e+02 4.550963741541217566e+08 -2.429243450864793267e+06 6.465565809174835886e+04
1.890000000000000000e+02 4.518731985401943326e+08 -2.322722296293437015e+06 6.332034825271434966e+04
1.900000000000000000e+02 4.486490724426010251e+08 -2.216213886744652875e+06 6.204626162348566868e+04
1.910000000000000000e+02 4.454239401799638867e+08 -2.109758649291559123e+06 6.083468622043918731e+04
1.920000000000000000e+02 4.421979217645533085e+08 -2.003391592150273500e+06 5.968640281902642164e+04
1.930000000000000000e+02 4.389711811320344210e+08 -1.897146368822425138e+06 5.860206538446440391e+04
1.940000000000000000e+02 4.357438822180759311e+08 -1.791056632809831062e+06 5.758232788197287300e+04
1.950000000000000000e+02 4.325161889583539963e+08 -1.685156037614293164e+06 5.662784427677202621e+04
1.960000000000000000e+02 4.292882652885336280e+08 -1.579478236737455474e+06 5.573926853407933959e+04
1.970000000000000000e+02 4.260602751442872882e+08 -1.474056883681105450e+06 5.491725461911455932e+04
1.980000000000000000e+02 4.228323824612985849e+08 -1.368925631947002374e+06 5.416245649709561985e+04
