# ell, dCl_tt, dCl_te, dCl_ee
2.140000000000000000e+02 3.135857451767402600e-04 1.273123513517936101e-04 1.122446399758722466e-06
2.150000000000000000e+02 2.593699223611227174e-04 1.279608417169384327e-04 1.229228665250939365e-06
2.160000000000000000e+02 2.057314442682756095e-04 1.285541764620478711e-04 1.337981284201636636e-06
2.170000000000000000e+02 1.526701836040977867e-04 1.290925276457370835e-04 1.448640915821042870e-06
2.180000000000000000e+02 1.001860130733778220e-04 1.295760673266273808e-04 1.561144219319884289e-06
2.190000000000000000e+02 4.827880538238460417e-05 1.300049675633325390e-04 1.675427853908660744e-06
2.200000000000000000e+02 -3.051566764093275971e-06 1.303794004144720529e-04 1.791428478797872299e-06
2.210000000000000000e+02 -5.380523066126723087e-05 1.306995379386603762e-04 1.909082753198063911e-06
2.220000000000000000e+02 -1.039823136036085169e-04 1.309655521945192534e-04 2.028327336319690751e-06
2.230000000000000000e+02 -1.535829428852183152e-04 1.311776152406601836e-04 2.149098887373433301e-06
2.240000000000000000e+02 -2.026072458016781042e-04 1.313358991357063753e-04 2.271334065569881622e-06
2.250000000000000000e+02 -2.510553496459788647e-04 1.314405759382693273e-04 2.394969530119220046e-06
2.260000000000000000e+02 -2.989273817148123120e-04 1.314918177069693479e-04 2.519941940232535420e-06
2.270000000000000000e+02 -3.462234693011693727e-04 1.314897965004222999e-04 2.646187955119740601e-06
2.280000000000000000e+02 -3.929437397021118272e-04 1.314346843772484644e-04 2.773644233991787334e-06
2.290000000000000000e+02 -4.390883202091503952e-04 1.313266533960637315e-04 2.902247436058994629e-06
2.300000000000000000e+02 -4.846573381197168953e-04 1.311658756154782178e-04 3.031934220531953394e-06
2.310000000000000000e+02 -5.296509207268023083e-04 1.309525230941208508e-04 3.162641246621344323e-06
2.320000000000000000e+02 -5.740691953252479145e-04 1.306867678906075206e-04 3.294305173537486003e-06
2.330000000000000000e+02 -6.179122892110052714e-04 1.303687820635440612e-04 3.426862660491240394e-06
2.340000000000000000e+02 -6.611803296778055988e-04 1.299987376715608096e-04 3.560250366692565244e-06
2.350000000000000000e+02 -7.038734440197499378e-04 1.295768067732649823e-04 3.694404951352412300e-06
2.360000000000000000e+02 -7.459917595327899545e-04 1.291031614272797334e-04 3.829263073681372046e-06
2.370000000000000000e+02 -7.875354035106567601e-04 1.285779736922195435e-04 3.964761392889763491e-06
2.380000000000000000e+02 -8.285035425807201186e-04 1.280014965946193041e-04 4.100834318816788744e-06
2.390000000000000000e+02 -8.688915007067551368e-04 1.273743070326291969e-04 4.237407263816816802e-06
2.400000000000000000e+02 -9.086936411813647521e-04 1.266970628723488169e-04 4.374403390871835565e-06
2.410000000000000000e+02 -9.479043272990022011e-04 1.259704219798487841e-04 4.511745862965007764e-06
2.420000000000000000e+02 -9.865179223541207208e-04 1.251950422212055186e-04 4.649357843078771074e-06
2.430000000000000000e+02 -1.024528789642283663e-03 1.243715814625070688e-04 4.787162494195835911e-06
2.440000000000000000e+02 -1.061931292457204187e-03 1.235006975698211271e-04 4.925082979299003325e-06
2.450000000000000000e+02 -1.098719794094075606e-03 1.225830484092357148e-04 5.063042461370622052e-06
2.460000000000000000e+02 -1.134888657846241152e-03 1.216192918468272791e-04 5.200964103393311028e-06
2.470000000000000000e+02 -1.170432247009264067e-03 1.206100857486751136e-04 5.338771068350323619e-06
2.480000000000000000e+02 -1.205344924876857512e-03 1.195560879808556519e-04 5.476386519223826448e-06
2.490000000000000000e+02 -1.239621054743844653e-03 1.184579564094453280e-04 5.613733618996260576e-06
2.500000000000000000e+02 -1.273254999905049090e-03 1.173163489005350362e-04 5.750735530650695562e-06
2.510000000000000000e+02 -1.306241123655664136e-03 1.161319233201954098e-04 5.887315417169752037e-06
2.520000000000000000e+02 -1.338573789287922366e-03 1.149053375345057693e-04 6.023396441535960003e-06
2.530000000000000000e+02 -1.370247360098867826e-03 1.136372494095454487e-04 6.158901766732029028e-06
2.540000000000000000e+02 -1.401256199381473166e-03 1.123283168113966418e-04 6.293754555740217215e-06
2.550000000000000000e+02 -1.431594670430561987e-03 1.109791976061329092e-04 6.427877971543777082e-06
