# ell, fid_Cl_tt, fid_Cl_te, fid_Cl_ee
7.750000000000000000e+02 2.512122424344688867e-02 -1.275372984302803421e-03 2.253105398747719994e-04
7.760000000000000000e+02 2.512259047188769231e-02 -1.262562019646073239e-03 2.220202049856579698e-04
7.770000000000000000e+02 2.512268647195839769e-02 -1.249491449327775651e-03 2.187630412440387214e-04
7.780000000000000000e+02 2.512149181906233458e-02 -1.236167538430080941e-03 2.155400118970754334e-04
7.790000000000000000e+02 2.511898608860283974e-02 -1.222596552035159177e-03 2.123520801919290680e-04
7.800000000000000000e+02 2.511514885598323601e-02 -1.208784755225179993e-03 2.092002093757606962e-04
7.810000000000000000e+02 2.510995969660686361e-02 -1.194738413082313024e-03 2.060853626957313616e-04
7.820000000000000000e+02 2.510339818587704885e-02 -1.180463790688728335e-03 2.030085033990020537e-04
7.830000000000000000e+02 2.509544389919712848e-02 -1.165967153126595997e-03 1.999705947327338974e-04
7.840000000000000000e+02 2.508607641197044269e-02 -1.151254765478085425e-03 1.969725999440879636e-04
7.850000000000000000e+02 2.507527529960030740e-02 -1.136332892825367121e-03 1.940154822802252416e-04
7.860000000000000000e+02 2.506302013749005936e-02 -1.121207800250610502e-03 1.911002049883067481e-04
7.870000000000000000e+02 2.504929050104303181e-02 -1.105885752835985203e-03 1.882277313154936352e-04
7.880000000000000000e+02 2.503406596566256151e-02 -1.090373015663661941e-03 1.853990245089468924e-04
7.890000000000000000e+02 2.501732610675198171e-02 -1.074675853815809700e-03 1.826150478158275632e-04
7.900000000000000000e+02 2.499905049971461873e-02 -1.058800532374598981e-03 1.798767644832966915e-04
7.910000000000000000e+02 2.497921871995380239e-02 -1.042753316422199202e-03 1.771851377585153750e-04
7.920000000000000000e+02 2.495781034287286940e-02 -1.026540471040780647e-03 1.745411308886445762e-04
7.930000000000000000e+02 2.493480494387515650e-02 -1.010168261312512951e-03 1.719457071208454471e-04
7.940000000000000000e+02 2.491018209836398656e-02 -9.936429523195661802e-04 1.693998297022789772e-04
7.950000000000000000e+02 2.488392138174269630e-02 -9.769708091441097527e-04 1.669044618801062102e-04
7.960000000000000000e+02 2.485600236941461899e-02 -9.601580968683140612e-04 1.644605669014882168e-04
7.970000000000000000e+02 2.482640463678309137e-02 -9.432110805743487399e-04 1.620691080135860408e-04
7.980000000000000000e+02 2.479510775925142935e-02 -9.261360253443837480e-04 1.597310484635607259e-04
7.990000000000000000e+02 2.476209131222298354e-02 -9.089391962605887195e-04 1.574473514985733156e-04
8.000000000000000000e+02 2.472733994715655553e-02 -8.916269099384005253e-04 1.552188225586576789e-04
8.010000000000000000e+02 2.469085861973289303e-02 -8.742056891263216226e-04 1.530456358553387419e-04
8.020000000000000000e+02 2.465265736168822247e-02 -8.566821081061214887e-04 1.509278077930143911e-04
8.030000000000000000e+02 2.461274620475876682e-02 -8.390627411595694921e-04 1.488653547760822966e-04
8.040000000000000000e+02 2.457113518068074556e-02 -8.213541625684352187e-04 1.468582932089403179e-04
8.050000000000000000e+02 2.452783432119039556e-02 -8.035629466144879286e-04 1.449066394959861793e-04
8.060000000000000000e+02 2.448285365802392588e-02 -7.856956675794968823e-04 1.430104100416176589e-04
8.070000000000000000e+02 2.443620322291756991e-02 -7.677588997452317737e-04 1.411696212502326435e-04
8.080000000000000000e+02 2.438789304760754714e-02 -7.497592173934616465e-04 1.393842895262287760e-04
8.090000000000000000e+02 2.433793316383009442e-02 -7.317031948059563029e-04 1.376544312740039702e-04
8.100000000000000000e+02 2.428633360332141736e-02 -7.135974062644847866e-04 1.359800628979558688e-04
8.110000000000000000e+02 2.423310439781775627e-02 -6.954484260508164662e-04 1.343612008024823315e-04
8.120000000000000000e+02 2.417825557905533412e-02 -6.772628284467212528e-04 1.327978613919811638e-04
8.130000000000000000e+02 2.412179717877036347e-02 -6.590471877339677560e-04 1.312900610708500355e-04
8.140000000000000000e+02 2.406373922869908463e-02 -6.408080781943259951e-04 1.298378162434868875e-04
8.150000000000000000e+02 2.400409176057770669e-02 -6.225520741095651222e-04 1.284411433142893628e-04
8.160000000000000000e+02 2.394286480614246301e-02 -6.042857497614545059e-04 1.271000586876553208e-04
8.170000000000000000e+02 2.388006839712958004e-02 -5.860156794317635150e-04 1.258145787679825129e-04
8.180000000000000000e+02 2.381571256527527033e-02 -5.677484374022618435e-04 1.245847199596686902e-04
8.190000000000000000e+02 2.374980734231578114e-02 -5.494905979547185350e-04 1.234104986671117124e-04
8.200000000000000000e+02 2.368236275998731460e-02 -5.312487353709029582e-04 1.222919312947093036e-04
8.210000000000000000e+02 2.361338885002610410e-02 -5.130294239325846987e-04 1.212290342468592421e-04
8.220000000000000000e+02 2.354289564416837607e-02 -4.948392379215331253e-04 1.202218239279593469e-04
8.230000000000000000e+02 2.347089317415035001e-02 -4.766847516195176610e-04 1.192703167424073420e-04
8.240000000000000000e+02 2.339739147170825581e-02 -4.585725393083075660e-04 1.183745290946010601e-04
8.250000000000000000e+02 2.332240056857831298e-02 -4.405091752696723719e-04 1.175344773889382930e-04
8.260000000000000000e+02 2.324593049649674795e-02 -4.225012337853813931e-04 1.167501780298167648e-04
8.270000000000000000e+02 2.316799128719978715e-02 -4.045552891372039984e-04 1.160216474216342944e-04
8.280000000000000000e+02 2.308859297242365008e-02 -3.866779156069097192e-04 1.153489019687886332e-04
8.290000000000000000e+02 2.300774558390457011e-02 -3.688756874762677074e-04 1.147319580756776000e-04
8.300000000000000000e+02 2.292545915337876675e-02 -3.511551790270475487e-04 1.141708321466989326e-04
8.310000000000000000e+02 2.284174371258245601e-02 -3.335229645410186117e-04 1.136655405862504906e-04
8.320000000000000000e+02 2.275660929325187820e-02 -3.159856182999502112e-04 1.132160997987299573e-04
8.330000000000000000e+02 2.267006592712324936e-02 -2.985497145856117157e-04 1.128225261885351790e-04
8.340000000000000000e+02 2.258212364593278898e-02 -2.812218276797726567e-04 1.124848361600638933e-04
8.350000000000000000e+02 2.249279248141673390e-02 -2.640085318642024031e-04 1.122030461177139055e-04
8.360000000000000000e+02 2.240208246531130015e-02 -2.469164014206703234e-04 1.119771724658830348e-04
8.370000000000000000e+02 2.231000362935271417e-02 -2.299520106309457324e-04 1.118072316089689780e-04
8.380000000000000000e+02 2.221656600527720238e-02 -2.131219337767980258e-04 1.116932399513695677e-04
8.390000000000000000e+02 2.212178252179912777e-02 -1.964322109318958841e-04 1.116350830487211095e-04
8.400000000000000000e+02 2.202567769554545848e-02 -1.798867453375045027e-04 1.116321230616140178e-04
8.410000000000000000e+02 2.192827894012129922e-02 -1.634889060267884426e-04 1.116835913018771937e-04
8.420000000000000000e+02 2.182961366913173731e-02 -1.472420620329120482e-04 1.117887190813395925e-04
8.430000000000000000e+02 2.172970929618189134e-02 -1.311495823890399079e-04 1.119467377118301153e-04
8.440000000000000000e+02 2.162859323487685559e-02 -1.152148361283363524e-04 1.121568785051777444e-04
8.450000000000000000e+02 2.152629289882173821e-02 -9.944119228396591586e-05 1.124183727732114079e-04
8.460000000000000000e+02 2.142283570162165085e-02 -8.383201988909309160e-05 1.127304518277600070e-04
8.470000000000000000e+02 2.131824905688168084e-02 -6.839068797688226467e-05 1.130923469806524562e-04
8.480000000000000000e+02 2.121256037820693982e-02 -5.312056558049801659e-05 1.135032895437177651e-04
8.490000000000000000e+02 2.110579707920253248e-02 -3.802502173310468492e-05 1.139625108287847940e-04
8.500000000000000000e+02 2.099798657347355657e-02 -2.310742546786679697e-05 1.144692421476825117e-04
8.510000000000000000e+02 2.088915627462512373e-02 -8.371145817948851244e-06 1.150227148122398330e-04
8.520000000000000000e+02 2.077933359626233170e-02 6.180448183484809602e-06 1.156221601342856723e-04
8.530000000000000000e+02 2.066854595199028519e-02 2.054398750326956509e-05 1.162668094256490392e-04
8.540000000000000000e+02 2.055682075541408887e-02 3.471610310824103869e-05 1.169558939981587940e-04
8.550000000000000000e+02 2.044418542013884052e-02 4.869342596523478780e-05 1.176886451636439057e-04
8.560000000000000000e+02 2.033066735976965522e-02 6.247258704108632238e-05 1.184642942339332887e-04
8.570000000000000000e+02 2.021629398791162727e-02 7.605021730263112191e-05 1.192820725208558577e-04
8.580000000000000000e+02 2.010109271816985788e-02 8.942294771670479460e-05 1.201412113362405681e-04
8.590000000000000000e+02 1.998509096414946215e-02 1.025874092501428606e-04 1.210409419919163750e-04
8.600000000000000000e+02 1.986831613945553091e-02 1.155402328697808671e-04 1.219804957997121659e-04
8.610000000000000000e+02 1.975079565769317577e-02 1.282780495424542936e-04 1.229591040714568962e-04
8.620000000000000000e+02 1.963255693246749797e-02 1.407974902349987687e-04 1.239759981189794940e-04
8.630000000000000000e+02 1.951362737738360220e-02 1.530951859142497447e-04 1.250304092541088875e-04
8.640000000000000000e+02 1.939403440604658274e-02 1.651677675470427417e-04 1.261215687886740454e-04
8.650000000000000000e+02 1.927380543206156163e-02 1.770118661002133612e-04 1.272487080345038554e-04
8.660000000000000000e+02 1.915296786903362622e-02 1.886241125405971775e-04 1.284110583034272590e-04
8.670000000000000000e+02 1.903154913056788466e-02 2.000011378350296024e-04 1.296078509072732252e-04
8.680000000000000000e+02 1.890957663026943819e-02 2.111395729503462643e-04 1.308383171578706144e-04
8.690000000000000000e+02 1.878707778174340190e-02 2.220360488533826293e-04 1.321016883670484495e-04
8.700000000000000000e+02 1.866407999859486661e-02 2.326871965109742987e-04 1.333971958466355909e-04
8.710000000000000000e+02 1.854061069442893700e-02 2.430896468899567927e-04 1.347240709084609805e-04
8.720000000000000000e+02 1.841669728285071778e-02 2.532400309571656042e-04 1.360815448643535870e-04
8.730000000000000000e+02 1.829236717746531710e-02 2.631349796794364162e-04 1.374688490261423521e-04
8.740000000000000000e+02 1.816764779187783965e-02 2.727711240236045317e-04 1.388852147056561363e-04
8.750000000000000000e+02 1.804256653969337626e-02 2.821450949565056337e-04 1.403298732147239083e-04
8.760000000000000000e+02 1.791715083451704896e-02 2.912535234449752423e-04 1.418020558651746370e-04
8.770000000000000000e+02 1.779142808995394162e-02 3.000930404558489317e-04 1.433009939688372370e-04
8.780000000000000000e+02 1.766542552854428669e-02 3.086609829106571517e-04 1.448258823652193660e-04
8.790000000000000000e+02 1.753916960856877552e-02 3.169575115497109377e-04 1.463757700045437355e-04
8.800000000000000000e+02 1.741268659724322029e-02 3.249834930680161466e-04 1.479496693647118814e-04
8.810000000000000000e+02 1.728600276178342277e-02 3.327397941605787432e-04 1.495465929236252311e-04
8.820000000000000000e+02 1.715914436940519858e-02 3.402272815224045301e-04 1.511655531591852121e-04
8.830000000000000000e+02 1.703213768732435990e-02 3.474468218484995808e-04 1.528055625492933875e-04
8.840000000000000000e+02 1.690500898275671196e-02 3.543992818338698603e-04 1.544656335718511304e-04
8.850000000000000000e+02 1.677778452291806693e-02 3.610855281735211712e-04 1.561447787047600311e-04
8.860000000000000000e+02 1.665049057502423005e-02 3.675064275624595326e-04 1.578420104259214355e-04
8.870000000000000000e+02 1.652315340629101695e-02 3.736628466956908555e-04 1.595563412132368797e-04
8.880000000000000000e+02 1.639579928393423980e-02 3.795556522682209965e-04 1.612867835446078453e-04
8.890000000000000000e+02 1.626845447516970036e-02 3.851857109750559749e-04 1.630323498979357598e-04
8.900000000000000000e+02 1.614114524721321428e-02 3.905538895112017558e-04 1.647920527511221591e-04
8.910000000000000000e+02 1.601389786728058678e-02 3.956610545716641417e-04 1.665649045820684164e-04
8.920000000000000000e+02 1.588673860258763698e-02 4.005080728514492060e-04 1.683499178686761219e-04
8.930000000000000000e+02 1.575969372035016663e-02 4.050958110455627511e-04 1.701461050888466216e-04
8.940000000000000000e+02 1.563278948778398444e-02 4.094251358490107423e-04 1.719524787204815058e-04
8.950000000000000000e+02 1.550605217210490605e-02 4.134969139567991445e-04 1.737680512414821476e-04
8.960000000000000000e+02 1.537950804052874189e-02 4.173120120639339228e-04 1.755918351297500559e-04
8.970000000000000000e+02 1.525318336027129545e-02 4.208712968654209881e-04 1.774228428631867123e-04
8.980000000000000000e+02 1.512710439854837892e-02 4.241756350562661971e-04 1.792600869196935985e-04
8.990000000000000000e+02 1.500129742257580619e-02 4.272258933314755690e-04 1.811025797771721691e-04
9.000000000000000000e+02 1.487578869956938249e-02 4.300229383860550690e-04 1.829493339135238787e-04
9.010000000000000000e+02 1.475060449674492694e-02 4.325676369150104452e-04 1.847993618066502361e-04
9.020000000000000000e+02 1.462577108131823088e-02 4.348608556133478254e-04 1.866516759344526415e-04
9.030000000000000000e+02 1.450131472050512210e-02 4.369034611760730662e-04 1.885052887748326310e-04
9.040000000000000000e+02 1.437726168152140237e-02 4.386963202981919159e-04 1.903592128056916862e-04
9.050000000000000000e+02 1.425363823158288384e-02 4.402402996747106648e-04 1.922124605049312074e-04
9.060000000000000000e+02 1.413047063790537523e-02 4.415362660006351154e-04 1.940640443504527035e-04
9.070000000000000000e+02 1.400778516770469044e-02 4.425850859709710159e-04 1.959129768201577104e-04
9.080000000000000000e+02 1.388560808819663123e-02 4.433876262807244398e-04 1.977582703919476012e-04
9.090000000000000000e+02 1.376396566659701497e-02 4.439447536249013521e-04 1.995989375437238578e-04
9.100000000000000000e+02 1.364288417012165036e-02 4.442573346985076639e-04 2.014339907533880159e-04
9.110000000000000000e+02 1.352238986598634264e-02 4.443262361965492858e-04 2.032624424988414759e-04
9.120000000000000000e+02 1.340250902140690398e-02 4.441523248140320746e-04 2.050833052579857467e-04
9.130000000000000000e+02 1.328326790359914827e-02 4.437364672459621039e-04 2.068955915087223099e-04
9.140000000000000000e+02 1.316469277977888076e-02 4.430795301873452843e-04 2.086983137289525930e-04
9.150000000000000000e+02 1.304680991716191361e-02 4.421823803331873643e-04 2.104904843965781048e-04
9.160000000000000000e+02 1.292964558296405726e-02 4.410458843784944715e-04 2.122711159895003270e-04
9.170000000000000000e+02 1.281322368014778217e-02 4.396713775383213917e-04 2.140392813033216619e-04
9.180000000000000000e+02 1.269755865466221968e-02 4.380620691079189534e-04 2.157942944044486289e-04
9.190000000000000000e+02 1.258266258820315599e-02 4.362216369025866971e-04 2.175355296769885052e-04
9.200000000000000000e+02 1.246854756246638420e-02 4.341537587376243803e-04 2.192623615050487038e-04
9.210000000000000000e+02 1.235522565914769395e-02 4.318621124283314894e-04 2.209741642727367189e-04
9.220000000000000000e+02 1.224270895994287837e-02 4.293503757900078905e-04 2.226703123641599091e-04
9.230000000000000000e+02 1.213100954654772190e-02 4.266222266379531784e-04 2.243501801634256601e-04
9.240000000000000000e+02 1.202013950065802285e-02 4.236813427874668936e-04 2.260131420546414392e-04
9.250000000000000000e+02 1.191011090396956913e-02 4.205314020538489022e-04 2.276585724219145506e-04
9.260000000000000000e+02 1.180093583817814866e-02 4.171760822523987991e-04 2.292858456493524887e-04
9.270000000000000000e+02 1.169262638497955281e-02 4.136190611984160164e-04 2.308943361210626392e-04
9.280000000000000000e+02 1.158519462606957470e-02 4.098640167072006369e-04 2.324834182211523066e-04
9.290000000000000000e+02 1.147865264314400571e-02 4.059146265940520386e-04 2.340524663337290392e-04
9.300000000000000000e+02 1.137301251789862855e-02 4.017745686742698707e-04 2.356008548429001416e-04
9.310000000000000000e+02 1.126828633202924673e-02 3.974475207631539449e-04 2.371279581327730807e-04
9.320000000000000000e+02 1.116448616723163777e-02 3.929371606760038017e-04 2.386331505874551883e-04
9.330000000000000000e+02 1.106162410520159997e-02 3.882471662281191446e-04 2.401158065910539042e-04
9.340000000000000000e+02 1.095971222763492472e-02 3.833812152347996767e-04 2.415753005276766142e-04
9.350000000000000000e+02 1.085876261622739647e-02 3.783429855113449930e-04 2.430110067814308125e-04
9.360000000000000000e+02 1.075878735267481179e-02 3.731361548730547425e-04 2.444222997364237765e-04
9.370000000000000000e+02 1.065979851867295859e-02 3.677644011352287370e-04 2.458085537767629191e-04
9.380000000000000000e+02 1.056180819591762826e-02 3.622314021131664086e-04 2.471691432865558429e-04
9.390000000000000000e+02 1.046482846610461044e-02 3.565408356221675692e-04 2.485034426499096896e-04
9.400000000000000000e+02 1.036887141092969478e-02 3.506963794775319761e-04 2.498108262509319806e-04
9.410000000000000000e+02 1.027394911208867265e-02 3.447017114945590075e-04 2.510906684737300746e-04
9.420000000000000000e+02 1.018007365127733890e-02 3.385605094885485835e-04 2.523423437024114929e-04
9.430000000000000000e+02 1.008725711019147972e-02 3.322764512748001904e-04 2.535652263210834314e-04
9.440000000000000000e+02 9.995511570526884743e-03 3.258532146686136401e-04 2.547586907138535200e-04
9.450000000000000000e+02 9.904849113979347086e-03 3.192944774852885274e-04 2.559221112648290089e-04
9.460000000000000000e+02 9.815281822244658130e-03 3.126039175401243387e-04 2.570548623581174193e-04
9.470000000000000000e+02 9.726821777018604051e-03 3.057852126484211569e-04 2.581563183778260015e-04
9.480000000000000000e+02 9.639481059996981432e-03 2.988420406254781972e-04 2.592258537080623310e-04
9.490000000000000000e+02 9.553271752875578185e-03 2.917780792865953799e-04 2.602628427329336039e-04
9.500000000000000000e+02 9.468205937350183954e-03 2.845970064470722998e-04 2.612666598365473956e-04
9.510000000000000000e+02 9.384295695116590119e-03 2.773024999222086602e-04 2.622366794030110649e-04
9.520000000000000000e+02 9.301553107870586326e-03 2.698982375273040559e-04 2.631722758164320246e-04
9.530000000000000000e+02 9.219990257307963955e-03 2.623878970776581904e-04 2.640728234609176334e-04
9.540000000000000000e+02 9.139619225124514384e-03 2.547751563885706583e-04 2.649376967205753584e-04
9.550000000000000000e+02 9.060452093016027261e-03 2.470636932753412715e-04 2.657662699795125039e-04
9.560000000000000000e+02 8.982498199497890648e-03 2.392572282728781558e-04 2.665580232215861308e-04
9.570000000000000000e+02 8.905755910363868932e-03 2.313596527945240217e-04 2.673128588296512400e-04
9.580000000000000000e+02 8.830220848227331859e-03 2.233749009732303276e-04 2.680307847863128059e-04
9.590000000000000000e+02 8.755888635701638764e-03 2.153069069419483422e-04 2.687118090741750977e-04
9.600000000000000000e+02 8.682754895400150719e-03 2.071596048336293069e-04 2.693559396758430898e-04
9.610000000000000000e+02 8.610815249936239202e-03 1.989369287812246259e-04 2.699631845739213225e-04
9.620000000000000000e+02 8.540065321923265285e-03 1.906428129176856491e-04 2.705335517510146074e-04
9.630000000000000000e+02 8.470500733974593507e-03 1.822811913759636452e-04 2.710670491897275393e-04
9.640000000000000000e+02 8.402117108703583206e-03 1.738559982890099098e-04 2.715636848726647669e-04
9.650000000000000000e+02 8.334910068723605861e-03 1.653711677897759286e-04 2.720234667824310477e-04
9.660000000000000000e+02 8.268875236648017338e-03 1.568306340112128345e-04 2.724464029016310847e-04
9.670000000000000000e+02 8.204008235090189116e-03 1.482383310862720859e-04 2.728325012128694728e-04
9.680000000000000000e+02 8.140304686663478798e-03 1.395981931479049786e-04 2.731817696987509691e-04
9.690000000000000000e+02 8.077760213981250922e-03 1.309141543290627541e-04 2.734942163418801683e-04
9.700000000000000000e+02 8.016370439656875235e-03 1.221901487626968707e-04 2.737698491248618279e-04
9.710000000000000000e+02 7.956130986303712807e-03 1.134301105817585699e-04 2.740086760303005425e-04
9.720000000000000000e+02 7.897037476535124709e-03 1.046379739191991747e-04 2.742107050408011779e-04
9.730000000000000000e+02 7.839085532964477215e-03 9.581767290797006198e-05 2.743759441389682745e-04
9.740000000000000000e+02 7.782270778205134867e-03 8.697314168102252756e-05 2.745044013074065354e-04
9.750000000000000000e+02 7.726588834870461338e-03 7.810831437130794845e-05 2.745960845287206097e-04
9.760000000000000000e+02 7.672035325573819432e-03 6.922712511177752553e-05 2.746510017855152545e-04
9.770000000000000000e+02 7.618605872928572824e-03 6.033350803538269682e-05 2.746691610603951188e-04
9.780000000000000000e+02 7.566296099548086920e-03 5.143139727507476484e-05 2.746505703359649058e-04
9.790000000000000000e+02 7.515101628045725395e-03 4.252472696380502532e-05 2.745952375948292642e-04
9.800000000000000000e+02 7.465018081034850185e-03 3.361743123452483496e-05 2.745031708195927889e-04
9.810000000000000000e+02 7.416041081128829301e-03 2.471344422018555050e-05 2.743743779928603998e-04
9.820000000000000000e+02 7.368166250941023815e-03 1.581670005373842023e-05 2.742088670972365290e-04
9.830000000000000000e+02 7.321389213084796531e-03 6.931132868134808491e-06 2.740066461153260421e-04
9.840000000000000000e+02 7.275705590173513725e-03 -1.939323203673968237e-06 2.737677230297334797e-04
9.850000000000000000e+02 7.231111004820539069e-03 -1.079073402873655281e-05 2.734921058230636534e-04
9.860000000000000000e+02 7.187601079639236237e-03 -1.961916547410162112e-05 2.731798024779212119e-04
9.870000000000000000e+02 7.145171437242968902e-03 -2.842068340681790412e-05 2.728308209769107501e-04
9.880000000000000000e+02 7.103817700245099002e-03 -3.719135369393402138e-05 2.724451693026370795e-04
9.890000000000000000e+02 7.063535491258993680e-03 -4.592724220249867377e-05 2.720228554377047405e-04
9.900000000000000000e+02 7.024320432898016608e-03 -5.462441479956051474e-05 2.715638873647185448e-04
9.910000000000000000e+02 6.986168147775529726e-03 -6.327893735216825533e-05 2.710682730662830869e-04
9.920000000000000000e+02 6.949074258504900174e-03 -7.188687572737048463e-05 2.705360205250031242e-04
9.930000000000000000e+02 6.913034387699486423e-03 -8.044429579221594755e-05 2.699671377234833056e-04
9.940000000000000000e+02 6.878044157972658217e-03 -8.894726341375333481e-05 2.693616326443282801e-04
9.950000000000000000e+02 6.844097544950506103e-03 -9.739214815779915840e-05 2.687195975813373326e-04
9.960000000000000000e+02 6.811181936310045475e-03 -1.057765343852415678e-04 2.680414620730880212e-04
9.970000000000000000e+02 6.779283072741016866e-03 -1.140983101557365337e-04 2.673277399693525943e-04
9.980000000000000000e+02 6.748386694933164280e-03 -1.223553635289400675e-04 2.665789451199031919e-04
9.990000000000000000e+02 6.718478543576229117e-03 -1.305455825645082484e-04 2.657955913745118997e-04
1.000000000000000000e+03 6.689544359359959717e-03 -1.386668553220969928e-04 2.649781925829509119e-04
1.001000000000000000e+03 6.661569882974092277e-03 -1.467170698613623394e-04 2.641272625949924228e-04
1.002000000000000000e+03 6.634540855108375136e-03 -1.546941142419602994e-04 2.632433152604085722e-04
1.003000000000000000e+03 6.608443016452547093e-03 -1.625958765235468301e-04 2.623268644289715543e-04
1.004000000000000000e+03 6.583262107696355621e-03 -1.704202447657779699e-04 2.613784239504534550e-04
1.005000000000000000e+03 6.558983869529538650e-03 -1.781651070283097845e-04 2.603985076746265768e-04
1.006000000000000000e+03 6.535594042641843654e-03 -1.858283513707982039e-04 2.593876294512629513e-04
1.007000000000000000e+03 6.513078367723010298e-03 -1.934078658528992124e-04 2.583463031301348810e-04
1.008000000000000000e+03 6.491422585462784320e-03 -2.009015385342688756e-04 2.572750425610143433e-04
1.009000000000000000e+03 6.470612436550907121e-03 -2.083072574745632320e-04 2.561743615936736950e-04
1.010000000000000000e+03 6.450633661677121836e-03 -2.156229107334381304e-04 2.550447740778849135e-04
1.011000000000000000e+03 6.431472001531173335e-03 -2.228463863705497448e-04 2.538867938634203013e-04
1.012000000000000000e+03 6.413113196802800418e-03 -2.299755724455540052e-04 2.527009348000519985e-04
1.013000000000000000e+03 6.395542988181749690e-03 -2.370083570181069773e-04 2.514877107375520365e-04
1.014000000000000000e+03 6.378747116357765153e-03 -2.439426281478644827e-04 2.502476355256928265e-04
1.015000000000000000e+03 6.362711322020585605e-03 -2.507762738944828039e-04 2.489812230142462914e-04
1.016000000000000000e+03 6.347421345859956786e-03 -2.575071823176177353e-04 2.476889870529847882e-04
1.017000000000000000e+03 6.332862928565620962e-03 -2.641332414769253156e-04 2.463714414916803484e-04
1.018000000000000000e+03 6.319021810827322137e-03 -2.706523394320616374e-04 2.450291001801051661e-04
1.019000000000000000e+03 6.305883733334800845e-03 -2.770623642426826307e-04 2.436624769680314898e-04
1.020000000000000000e+03 6.293434436777803689e-03 -2.833612039684443341e-04 2.422720857052313239e-04
1.021000000000000000e+03 6.281659661846072940e-03 -2.895467466690027319e-04 2.408584402414768897e-04
1.022000000000000000e+03 6.270545149229347394e-03 -2.956168804040138084e-04 2.394220544265405169e-04
1.023000000000000000e+03 6.260076639617373657e-03 -3.015694932331336561e-04 2.379634421101941015e-04
1.024000000000000000e+03 6.250239873699895733e-03 -3.074024732160182054e-04 2.364831171422100546e-04
1.025000000000000000e+03 6.241020592166654155e-03 -3.131137084123233319e-04 2.349815933723603534e-04
1.026000000000000000e+03 6.232404535707392924e-03 -3.187010868817053994e-04 2.334593846504173006e-04
1.027000000000000000e+03 6.224377445011855178e-03 -3.241624966838201212e-04 2.319170048261528464e-04
1.028000000000000000e+03 6.216925060769782317e-03 -3.294958258783235359e-04 2.303549677493394289e-04
1.029000000000000000e+03 6.210033123670920946e-03 -3.346989625248717360e-04 2.287737872697490527e-04
1.030000000000000000e+03 6.203687374405010731e-03 -3.397697946831206516e-04 2.271739772371539118e-04
1.031000000000000000e+03 6.197873553661795674e-03 -3.447062104127263755e-04 2.255560515013262275e-04
1.032000000000000000e+03 6.192577402131019780e-03 -3.495060977733448378e-04 2.239205239120379773e-04
1.033000000000000000e+03 6.187784660502425316e-03 -3.541673448246320769e-04 2.222679083190615449e-04
1.034000000000000000e+03 6.183481052558573166e-03 -3.586882468488513287e-04 2.205987401890653317e-04
1.035000000000000000e+03 6.179652234453302147e-03 -3.630687280186949443e-04 2.189136414563030823e-04
1.036000000000000000e+03 6.176283845433268825e-03 -3.673091197294626347e-04 2.172132556719249923e-04
1.037000000000000000e+03 6.173361524745128032e-03 -3.714097533764539483e-04 2.154982263870810404e-04
1.038000000000000000e+03 6.170870911635538067e-03 -3.753709603549684336e-04 2.137691971529214494e-04
1.039000000000000000e+03 6.168797645351154629e-03 -3.791930720603058557e-04 2.120268115205962251e-04
1.040000000000000000e+03 6.167127365138633417e-03 -3.828764198877658174e-04 2.102717130412556175e-04
1.041000000000000000e+03 6.165845710244633598e-03 -3.864213352326478128e-04 2.085045452660496052e-04
1.042000000000000000e+03 6.164938319915806535e-03 -3.898281494902515530e-04 2.067259517461283026e-04
1.043000000000000000e+03 6.164390833398813996e-03 -3.930971940558766948e-04 2.049365760326418511e-04
1.044000000000000000e+03 6.164188889940309078e-03 -3.962288003248227867e-04 2.031370616767403921e-04
1.045000000000000000e+03 6.164318128786949215e-03 -3.992232996923895396e-04 2.013280522295739585e-04
1.046000000000000000e+03 6.164764189185390972e-03 -4.020810235538765020e-04 1.995101912422927190e-04
1.047000000000000000e+03 6.165512710382289180e-03 -4.048023033045832224e-04 1.976841222660467065e-04
1.048000000000000000e+03 6.166549331624303874e-03 -4.073874703398095202e-04 1.958504888519861165e-04
1.049000000000000000e+03 6.167859692158088152e-03 -4.098368560548548353e-04 1.940099345512610093e-04
1.050000000000000000e+03 6.169429431230301179e-03 -4.121507918450188247e-04 1.921631029150214990e-04
1.051000000000000000e+03 6.171244188087595187e-03 -4.143296091056011452e-04 1.903106374944176459e-04
1.052000000000000000e+03 6.173289601976631076e-03 -4.163736392319014536e-04 1.884531818405995641e-04
1.053000000000000000e+03 6.175551312144062811e-03 -4.182832136192194067e-04 1.865913795047174765e-04
1.054000000000000000e+03 6.178014957836547826e-03 -4.200586636628543904e-04 1.847258740379213889e-04
1.055000000000000000e+03 6.180666178300742684e-03 -4.217003207581062783e-04 1.828573089913613614e-04
1.056000000000000000e+03 6.183490612783302219e-03 -4.232085163002745104e-04 1.809863279161876167e-04
1.057000000000000000e+03 6.186473900530883863e-03 -4.245835816846589062e-04 1.791135743635501878e-04
1.058000000000000000e+03 6.189601680790143313e-03 -4.258258483065588515e-04 1.772396918845991890e-04
1.059000000000000000e+03 6.192859592807739740e-03 -4.269356475612742200e-04 1.753653240304847618e-04
1.060000000000000000e+03 6.196233275830326237e-03 -4.279133108441044516e-04 1.734911143523569662e-04
1.061000000000000000e+03 6.199708369104561106e-03 -4.287591695503492574e-04 1.716177064013659165e-04
